dataset,seed,method,cond,metric,value
Olist,4,BTYD_recal,all,CRPS,0.017400683954332242
Olist,4,BTYD_recal,all,pit_ks,0.005529431463985435
Olist,4,BTYD_recal,all,cov95,0.984600407115674
Olist,4,BTYD_recal,all,cov50,0.9837153730418621
Olist,4,BTYD_recal,all,nMAE,1.0
Olist,4,BTYD_recal,x>0,CRPS,0.06516330201342281
Olist,4,BTYD_recal,x>0,pit_ks,0.0617463584005143
Olist,4,BTYD_recal,x>0,cov95,0.9798657718120806
Olist,4,BTYD_recal,x>0,cov50,0.9530201342281879
Olist,4,BTYD_recal,x>0,nMAE,1.0
Olist,5,BTYD_raw,all,CRPS,0.016197309358129037
Olist,5,BTYD_raw,all,pit_ks,0.010021062087833266
Olist,5,BTYD_raw,all,cov95,0.9861049650411541
Olist,5,BTYD_raw,all,cov50,0.9853969377821046
Olist,5,BTYD_raw,all,nMAE,1.0
Olist,5,BTYD_raw,x>0,CRPS,0.0945029810855263
Olist,5,BTYD_raw,x>0,pit_ks,0.04854321274421225
Olist,5,BTYD_raw,x>0,cov95,0.9605263157894737
Olist,5,BTYD_raw,x>0,cov50,0.9407894736842105
Olist,5,BTYD_raw,x>0,nMAE,1.0
Olist,5,BTYD_recal,all,CRPS,0.016225774670324808
Olist,5,BTYD_recal,all,pit_ks,0.011839049435470539
Olist,5,BTYD_recal,all,cov95,0.9861049650411541
Olist,5,BTYD_recal,all,cov50,0.9853969377821046
Olist,5,BTYD_recal,all,nMAE,1.0
Olist,5,BTYD_recal,x>0,CRPS,0.09511678947368421
Olist,5,BTYD_recal,x>0,pit_ks,0.050513875091648286
Olist,5,BTYD_recal,x>0,cov95,0.9605263157894737
Olist,5,BTYD_recal,x>0,cov50,0.9407894736842105
Olist,5,BTYD_recal,x>0,nMAE,1.0
Olist,6,BTYD_raw,all,CRPS,0.019227199309673423
Olist,6,BTYD_raw,all,pit_ks,0.01509560731717785
Olist,6,BTYD_raw,all,cov95,0.9833613594123374
Olist,6,BTYD_raw,all,cov50,0.9819453048942385
Olist,6,BTYD_raw,all,nMAE,1.0
Olist,6,BTYD_raw,x>0,CRPS,0.08870286458333332
Olist,6,BTYD_raw,x>0,pit_ks,0.03355914062497278
Olist,6,BTYD_raw,x>0,cov95,0.9866666666666667
Olist,6,BTYD_raw,x>0,cov50,0.9266666666666666
Olist,6,BTYD_raw,x>0,nMAE,1.0
Olist,6,BTYD_recal,all,CRPS,0.019237171077086467
Olist,6,BTYD_recal,all,pit_ks,0.014443923753170829
Olist,6,BTYD_recal,all,cov95,0.9833613594123374
Olist,6,BTYD_recal,all,cov50,0.9819453048942385
Olist,6,BTYD_recal,all,nMAE,1.0
Olist,6,BTYD_recal,x>0,CRPS,0.08856485333333335
Olist,6,BTYD_recal,x>0,pit_ks,0.03571146946199827
Olist,6,BTYD_recal,x>0,cov95,0.9866666666666667
Olist,6,BTYD_recal,x>0,cov50,0.9266666666666666
Olist,6,BTYD_recal,x>0,nMAE,1.0
Olist,7,BTYD_raw,all,CRPS,0.014655172056155411
Olist,7,BTYD_raw,all,pit_ks,0.006096289773564356
Olist,7,BTYD_raw,all,cov95,0.9869899991149659
Olist,7,BTYD_raw,all,cov50,0.9861934684485353
Olist,7,BTYD_raw,all,nMAE,1.0
Olist,7,BTYD_raw,x>0,CRPS,0.06559603528911565
Olist,7,BTYD_raw,x>0,pit_ks,0.08855673655227725
Olist,7,BTYD_raw,x>0,cov95,0.9795918367346939
Olist,7,BTYD_raw,x>0,cov50,0.9455782312925171
Olist,7,BTYD_raw,x>0,nMAE,1.0
Olist,7,BTYD_recal,all,CRPS,0.014651804584476501
Olist,7,BTYD_recal,all,pit_ks,0.00674599361907402
Olist,7,BTYD_recal,all,cov95,0.9869899991149659
Olist,7,BTYD_recal,all,cov50,0.9861934684485353
Olist,7,BTYD_recal,all,nMAE,1.0
Olist,7,BTYD_recal,x>0,CRPS,0.06551044897959184
Olist,7,BTYD_recal,x>0,pit_ks,0.08947356920925087
Olist,7,BTYD_recal,x>0,cov95,0.9795918367346939
Olist,7,BTYD_recal,x>0,cov50,0.9455782312925171
Olist,7,BTYD_recal,x>0,nMAE,1.0
Olist,8,BTYD_raw,all,CRPS,0.01823153943379945
Olist,8,BTYD_raw,all,pit_ks,0.014113871238279452
Olist,8,BTYD_raw,all,cov95,0.9844234003009116
Olist,8,BTYD_raw,all,cov50,0.9830958491901938
Olist,8,BTYD_raw,all,nMAE,1.0
Olist,8,BTYD_raw,x>0,CRPS,0.10008566810344828
Olist,8,BTYD_raw,x>0,pit_ks,0.13633692761325839
Olist,8,BTYD_raw,x>0,cov95,0.9862068965517241
Olist,8,BTYD_raw,x>0,cov50,0.9241379310344827
Olist,8,BTYD_raw,x>0,nMAE,1.0
Olist,8,BTYD_recal,all,CRPS,0.018227100805381008
Olist,8,BTYD_recal,all,pit_ks,0.013014140132949936
Olist,8,BTYD_recal,all,cov95,0.9849544207451987
Olist,8,BTYD_recal,all,cov50,0.9830958491901938
Olist,8,BTYD_recal,all,nMAE,1.0
Olist,8,BTYD_recal,x>0,CRPS,0.10122896551724138
Olist,8,BTYD_recal,x>0,pit_ks,0.13460177950707436
Olist,8,BTYD_recal,x>0,cov95,0.9862068965517241
Olist,8,BTYD_recal,x>0,cov50,0.9241379310344827
Olist,8,BTYD_recal,x>0,nMAE,1.0
Olist,9,BTYD_raw,all,CRPS,0.017340355064607484
Olist,9,BTYD_raw,all,pit_ks,0.010452451611506652
Olist,9,BTYD_raw,all,cov95,0.9845119037082928
Olist,9,BTYD_raw,all,cov50,0.983626869634481
Olist,9,BTYD_raw,all,nMAE,1.0
Olist,9,BTYD_raw,x>0,CRPS,0.08940231978527607
Olist,9,BTYD_raw,x>0,pit_ks,0.09041514441668541
Olist,9,BTYD_raw,x>0,cov95,0.9693251533742331
Olist,9,BTYD_raw,x>0,cov50,0.9386503067484663
Olist,9,BTYD_raw,x>0,nMAE,1.0
Olist,9,BTYD_recal,all,CRPS,0.01738520541640853
Olist,9,BTYD_recal,all,pit_ks,0.006330073030732297
Olist,9,BTYD_recal,all,cov95,0.9871670059297283
Olist,9,BTYD_recal,all,cov50,0.983626869634481
Olist,9,BTYD_recal,all,nMAE,1.0
Olist,9,BTYD_recal,x>0,CRPS,0.08905474846625767
Olist,9,BTYD_recal,x>0,pit_ks,0.08070894020300151
Olist,9,BTYD_recal,x>0,cov95,0.9815950920245399
Olist,9,BTYD_recal,x>0,cov50,0.9386503067484663
Olist,9,BTYD_recal,x>0,nMAE,1.0
Olist,10,BTYD_raw,all,CRPS,0.017577208851447028
Olist,10,BTYD_raw,all,pit_ks,0.009076120933557363
Olist,10,BTYD_raw,all,cov95,0.984600407115674
Olist,10,BTYD_raw,all,cov50,0.9837153730418621
Olist,10,BTYD_raw,all,nMAE,1.0
Olist,10,BTYD_raw,x>0,CRPS,0.08600551791958042
Olist,10,BTYD_raw,x>0,pit_ks,0.05193698873260169
Olist,10,BTYD_raw,x>0,cov95,0.9790209790209791
Olist,10,BTYD_raw,x>0,cov50,0.9440559440559441
Olist,10,BTYD_raw,x>0,nMAE,1.0
Olist,10,BTYD_recal,all,CRPS,0.017633135321709886
Olist,10,BTYD_recal,all,pit_ks,0.006629313896723499
Olist,10,BTYD_recal,all,cov95,0.9869899991149659
Olist,10,BTYD_recal,all,cov50,0.9837153730418621
Olist,10,BTYD_recal,all,nMAE,1.0
Olist,10,BTYD_recal,x>0,CRPS,0.0853062657342657
Olist,10,BTYD_recal,x>0,pit_ks,0.05080070587488611
Olist,10,BTYD_recal,x>0,cov95,0.986013986013986
Olist,10,BTYD_recal,x>0,cov50,0.9440559440559441
Olist,10,BTYD_recal,x>0,nMAE,1.0
Olist,11,BTYD_raw,all,CRPS,0.015956884320515088
Olist,11,BTYD_raw,all,pit_ks,0.007816464529777245
Olist,11,BTYD_raw,all,cov95,0.9856624480042482
Olist,11,BTYD_raw,all,cov50,0.9847774139304363
Olist,11,BTYD_raw,all,nMAE,1.0
Olist,11,BTYD_raw,x>0,CRPS,0.033969520246478875
Olist,11,BTYD_raw,x>0,pit_ks,0.05935879009801781
Olist,11,BTYD_raw,x>0,cov95,0.9929577464788732
Olist,11,BTYD_raw,x>0,cov50,0.9647887323943662
Olist,11,BTYD_raw,x>0,nMAE,1.0
Olist,11,BTYD_recal,all,CRPS,0.015949371448800778
Olist,11,BTYD_recal,all,pit_ks,0.006287427819191338
Olist,11,BTYD_recal,all,cov95,0.9856624480042482
Olist,11,BTYD_recal,all,cov50,0.9847774139304363
Olist,11,BTYD_recal,all,nMAE,1.0
Olist,11,BTYD_recal,x>0,CRPS,0.033889126760563375
Olist,11,BTYD_recal,x>0,pit_ks,0.057704037153756715
Olist,11,BTYD_recal,x>0,cov95,0.9929577464788732
Olist,11,BTYD_recal,x>0,cov50,0.9647887323943662
Olist,11,BTYD_recal,x>0,nMAE,1.0
Olist,12,BTYD_raw,all,CRPS,0.017079536214488007
Olist,12,BTYD_raw,all,pit_ks,0.013207003304880616
Olist,12,BTYD_raw,all,cov95,0.9858394548190106
Olist,12,BTYD_raw,all,cov50,0.9840693866713869
Olist,12,BTYD_raw,all,nMAE,1.0
Olist,12,BTYD_raw,x>0,CRPS,0.09219696234472048
Olist,12,BTYD_raw,x>0,pit_ks,0.08584100180955812
Olist,12,BTYD_raw,x>0,cov95,0.9875776397515528
Olist,12,BTYD_raw,x>0,cov50,0.9316770186335404
Olist,12,BTYD_raw,x>0,nMAE,1.0
Olist,12,BTYD_recal,all,CRPS,0.017080732808213116
Olist,12,BTYD_recal,all,pit_ks,0.013179527125526946
Olist,12,BTYD_recal,all,cov95,0.9858394548190106
Olist,12,BTYD_recal,all,cov50,0.9840693866713869
Olist,12,BTYD_recal,all,nMAE,1.0
Olist,12,BTYD_recal,x>0,CRPS,0.09238742857142856
Olist,12,BTYD_recal,x>0,pit_ks,0.08603156641206944
Olist,12,BTYD_recal,x>0,cov95,0.9875776397515528
Olist,12,BTYD_recal,x>0,cov50,0.9316770186335404
Olist,12,BTYD_recal,x>0,nMAE,1.0
Olist,13,BTYD_raw,all,CRPS,0.017894427880785907
Olist,13,BTYD_raw,all,pit_ks,0.01172902911275231
Olist,13,BTYD_raw,all,cov95,0.9843348968935304
Olist,13,BTYD_raw,all,cov50,0.9832728560049562
Olist,13,BTYD_raw,all,nMAE,1.0
Olist,13,BTYD_raw,x>0,CRPS,0.1124460320723684
Olist,13,BTYD_raw,x>0,pit_ks,0.03822960557189781
Olist,13,BTYD_raw,x>0,cov95,0.9671052631578947
Olist,13,BTYD_raw,x>0,cov50,0.9276315789473685
Olist,13,BTYD_raw,x>0,nMAE,1.0
Olist,13,BTYD_recal,all,CRPS,0.017895273918045844
Olist,13,BTYD_recal,all,pit_ks,0.00813167961634681
Olist,13,BTYD_recal,all,cov95,0.9874325161518719
Olist,13,BTYD_recal,all,cov50,0.9832728560049562
Olist,13,BTYD_recal,all,nMAE,1.0
Olist,13,BTYD_recal,x>0,CRPS,0.11170521052631577
Olist,13,BTYD_recal,x>0,pit_ks,0.032523287755916064
Olist,13,BTYD_recal,x>0,cov95,0.9736842105263158
Olist,13,BTYD_recal,x>0,cov50,0.9276315789473685
Olist,13,BTYD_recal,x>0,nMAE,1.0
Olist,14,BTYD_raw,all,CRPS,0.01730945838680414
Olist,14,BTYD_raw,all,pit_ks,0.013224858118455418
Olist,14,BTYD_raw,all,cov95,0.9851314275599611
Olist,14,BTYD_raw,all,cov50,0.9839808832640057
Olist,14,BTYD_raw,all,nMAE,1.0
Olist,14,BTYD_raw,x>0,CRPS,0.10128721494932434
Olist,14,BTYD_raw,x>0,pit_ks,0.11168106462051319
Olist,14,BTYD_raw,x>0,cov95,0.9797297297297297
Olist,14,BTYD_raw,x>0,cov50,0.9391891891891891
Olist,14,BTYD_raw,x>0,nMAE,1.0
Olist,14,BTYD_recal,all,CRPS,0.017336146207628994
Olist,14,BTYD_recal,all,pit_ks,0.011240209415935065
Olist,14,BTYD_recal,all,cov95,0.9857509514116294
Olist,14,BTYD_recal,all,cov50,0.9839808832640057
Olist,14,BTYD_recal,all,nMAE,1.0
Olist,14,BTYD_recal,x>0,CRPS,0.10071164864864865
Olist,14,BTYD_recal,x>0,pit_ks,0.11048417615989592
Olist,14,BTYD_recal,x>0,cov95,0.9797297297297297
Olist,14,BTYD_recal,x>0,cov50,0.9391891891891891
Olist,14,BTYD_recal,x>0,nMAE,1.0
Dunnhumby,0,BTYD_raw,all,CRPS,6.801126932796238
Dunnhumby,0,BTYD_raw,all,pit_ks,0.17766281208622414
Dunnhumby,0,BTYD_raw,all,cov95,0.7982385908726981
Dunnhumby,0,BTYD_raw,all,cov50,0.36909527622097676
Dunnhumby,0,BTYD_raw,all,nMAE,0.3368991343851679
Dunnhumby,0,BTYD_raw,x>0,CRPS,6.859883670667209
Dunnhumby,0,BTYD_raw,x>0,pit_ks,0.1752599077639686
Dunnhumby,0,BTYD_raw,x>0,cov95,0.7982099267697315
Dunnhumby,0,BTYD_raw,x>0,cov50,0.3661513425549227
Dunnhumby,0,BTYD_raw,x>0,nMAE,0.3353793612700757
Dunnhumby,0,BTYD_recal,all,CRPS,6.51978514011209
Dunnhumby,0,BTYD_recal,all,pit_ks,0.10960573797611939
Dunnhumby,0,BTYD_recal,all,cov95,0.8767013610888711
Dunnhumby,0,BTYD_recal,all,cov50,0.5188150520416333
Dunnhumby,0,BTYD_recal,all,nMAE,0.33657683099023883
Dunnhumby,0,BTYD_recal,x>0,CRPS,6.57918274369406
Dunnhumby,0,BTYD_recal,x>0,pit_ks,0.10821806346623275
Dunnhumby,0,BTYD_recal,x>0,cov95,0.8771358828315704
Dunnhumby,0,BTYD_recal,x>0,cov50,0.5174938974776241
Dunnhumby,0,BTYD_recal,x>0,nMAE,0.3350870715648268
Dunnhumby,1,BTYD_raw,all,CRPS,7.241305200410329
Dunnhumby,1,BTYD_raw,all,pit_ks,0.17053615490731677
Dunnhumby,1,BTYD_raw,all,cov95,0.7878302642113691
Dunnhumby,1,BTYD_raw,all,cov50,0.36589271417133706
Dunnhumby,1,BTYD_raw,all,nMAE,0.3442098434136416
Dunnhumby,1,BTYD_raw,x>0,CRPS,7.289258477798053
Dunnhumby,1,BTYD_raw,x>0,pit_ks,0.16653879734134203
Dunnhumby,1,BTYD_raw,x>0,cov95,0.7899432278994323
Dunnhumby,1,BTYD_raw,x>0,cov50,0.3657745336577453
Dunnhumby,1,BTYD_raw,x>0,nMAE,0.3429504225019204
Dunnhumby,1,BTYD_recal,all,CRPS,6.948055785428342
Dunnhumby,1,BTYD_recal,all,pit_ks,0.10568454763811053
Dunnhumby,1,BTYD_recal,all,cov95,0.8710968775020016
Dunnhumby,1,BTYD_recal,all,cov50,0.5252201761409128
Dunnhumby,1,BTYD_recal,all,nMAE,0.3457875025802837
Dunnhumby,1,BTYD_recal,x>0,CRPS,6.996692570965126
Dunnhumby,1,BTYD_recal,x>0,pit_ks,0.10300081103000813
Dunnhumby,1,BTYD_recal,x>0,cov95,0.8734793187347932
Dunnhumby,1,BTYD_recal,x>0,cov50,0.5239253852392538
Dunnhumby,1,BTYD_recal,x>0,nMAE,0.34453111150505233
Dunnhumby,2,BTYD_raw,all,CRPS,6.925926960318254
Dunnhumby,2,BTYD_raw,all,pit_ks,0.16400975049361555
Dunnhumby,2,BTYD_raw,all,cov95,0.8030424339471577
Dunnhumby,2,BTYD_raw,all,cov50,0.377902321857486
Dunnhumby,2,BTYD_raw,all,nMAE,0.3383763277693475
Dunnhumby,2,BTYD_raw,x>0,CRPS,7.0016759369914565
Dunnhumby,2,BTYD_raw,x>0,pit_ks,0.16090928059021659
Dunnhumby,2,BTYD_raw,x>0,cov95,0.8039056143205858
Dunnhumby,2,BTYD_raw,x>0,cov50,0.37591537835638733
Dunnhumby,2,BTYD_raw,x>0,nMAE,0.33727010183918527
Dunnhumby,2,BTYD_recal,all,CRPS,6.712955526020816
Dunnhumby,2,BTYD_recal,all,pit_ks,0.10248198558847077
Dunnhumby,2,BTYD_recal,all,cov95,0.8783026421136909
Dunnhumby,2,BTYD_recal,all,cov50,0.5804643714971978
Dunnhumby,2,BTYD_recal,all,nMAE,0.33754172989377845
Dunnhumby,2,BTYD_recal,x>0,CRPS,6.790085106590725
Dunnhumby,2,BTYD_recal,x>0,pit_ks,0.10089503661513421
Dunnhumby,2,BTYD_recal,x>0,cov95,0.8795768917819365
Dunnhumby,2,BTYD_recal,x>0,cov50,0.5777054515866559
Dunnhumby,2,BTYD_recal,x>0,nMAE,0.33643410852713174
Dunnhumby,3,BTYD_raw,all,CRPS,6.7786706239992
Dunnhumby,3,BTYD_raw,all,pit_ks,0.15848810584916462
Dunnhumby,3,BTYD_raw,all,cov95,0.8078462770216173
Dunnhumby,3,BTYD_raw,all,cov50,0.3867093674939952
Dunnhumby,3,BTYD_raw,all,nMAE,0.3421159366030201
Dunnhumby,3,BTYD_raw,x>0,CRPS,6.851118267276423
Dunnhumby,3,BTYD_raw,x>0,pit_ks,0.15519544379153705
Dunnhumby,3,BTYD_raw,x>0,cov95,0.808130081300813
Dunnhumby,3,BTYD_raw,x>0,cov50,0.383739837398374
Dunnhumby,3,BTYD_raw,x>0,nMAE,0.3411498203405718
Dunnhumby,3,BTYD_recal,all,CRPS,6.586598799039231
Dunnhumby,3,BTYD_recal,all,pit_ks,0.08406725380304247
Dunnhumby,3,BTYD_recal,all,cov95,0.8935148118494796
Dunnhumby,3,BTYD_recal,all,cov50,0.6092874299439551
Dunnhumby,3,BTYD_recal,all,nMAE,0.3439098964183202
Dunnhumby,3,BTYD_recal,x>0,CRPS,6.659840198373984
Dunnhumby,3,BTYD_recal,x>0,pit_ks,0.08455284552845532
Dunnhumby,3,BTYD_recal,x>0,cov95,0.8926829268292683
Dunnhumby,3,BTYD_recal,x>0,cov50,0.6073170731707317
Dunnhumby,3,BTYD_recal,x>0,nMAE,0.34294641462271525
Dunnhumby,4,BTYD_raw,all,CRPS,6.775939439051241
Dunnhumby,4,BTYD_raw,all,pit_ks,0.15866344726006842
Dunnhumby,4,BTYD_raw,all,cov95,0.799839871897518
Dunnhumby,4,BTYD_raw,all,cov50,0.37630104083266613
Dunnhumby,4,BTYD_raw,all,nMAE,0.3534770872164021
Dunnhumby,4,BTYD_raw,x>0,CRPS,6.819201763538273
Dunnhumby,4,BTYD_raw,x>0,pit_ks,0.15232112815629795
Dunnhumby,4,BTYD_raw,x>0,cov95,0.8004885993485342
Dunnhumby,4,BTYD_raw,x>0,cov50,0.3737785016286645
Dunnhumby,4,BTYD_raw,x>0,nMAE,0.3514040687364994
Dunnhumby,4,BTYD_recal,all,CRPS,6.573486693354683
Dunnhumby,4,BTYD_recal,all,pit_ks,0.0856685348278623
Dunnhumby,4,BTYD_recal,all,cov95,0.8927141713370697
Dunnhumby,4,BTYD_recal,all,cov50,0.5652522017614091
Dunnhumby,4,BTYD_recal,all,nMAE,0.3570762902500161
Dunnhumby,4,BTYD_recal,x>0,CRPS,6.61883828990228
Dunnhumby,4,BTYD_recal,x>0,pit_ks,0.08345989519134989
Dunnhumby,4,BTYD_recal,x>0,cov95,0.8949511400651465
Dunnhumby,4,BTYD_recal,x>0,cov50,0.5635179153094463
Dunnhumby,4,BTYD_recal,x>0,nMAE,0.35507947254731276
Dunnhumby,5,BTYD_raw,all,CRPS,7.036469613190551
Dunnhumby,5,BTYD_raw,all,pit_ks,0.15795104427003415
Dunnhumby,5,BTYD_raw,all,cov95,0.7950360288230585
Dunnhumby,5,BTYD_raw,all,cov50,0.35628502802241796
Dunnhumby,5,BTYD_raw,all,nMAE,0.3583901730453455
Dunnhumby,5,BTYD_raw,x>0,CRPS,7.063079289910857
Dunnhumby,5,BTYD_raw,x>0,pit_ks,0.15794324259211623
Dunnhumby,5,BTYD_raw,x>0,cov95,0.7982171799027553
Dunnhumby,5,BTYD_raw,x>0,cov50,0.3557536466774716
Dunnhumby,5,BTYD_raw,x>0,nMAE,0.356744863393168
Dunnhumby,5,BTYD_recal,all,CRPS,6.931206552441953
Dunnhumby,5,BTYD_recal,all,pit_ks,0.10088070456365095
Dunnhumby,5,BTYD_recal,all,cov95,0.8398718975180144
Dunnhumby,5,BTYD_recal,all,cov50,0.5196156925540433
Dunnhumby,5,BTYD_recal,all,nMAE,0.3647530630289251
Dunnhumby,5,BTYD_recal,x>0,CRPS,6.964296466774716
Dunnhumby,5,BTYD_recal,x>0,pit_ks,0.0972447325769854
Dunnhumby,5,BTYD_recal,x>0,cov95,0.8427876823338736
Dunnhumby,5,BTYD_recal,x>0,cov50,0.520259319286872
Dunnhumby,5,BTYD_recal,x>0,nMAE,0.36318738721625987
Dunnhumby,6,BTYD_raw,all,CRPS,7.019046706114893
Dunnhumby,6,BTYD_raw,all,pit_ks,0.1657662871585608
Dunnhumby,6,BTYD_raw,all,cov95,0.789431545236189
Dunnhumby,6,BTYD_raw,all,cov50,0.36909527622097676
Dunnhumby,6,BTYD_raw,all,nMAE,0.34963841211707375
Dunnhumby,6,BTYD_raw,x>0,CRPS,7.070870766906985
Dunnhumby,6,BTYD_raw,x>0,pit_ks,0.1657318065544483
Dunnhumby,6,BTYD_raw,x>0,cov95,0.7912266450040617
Dunnhumby,6,BTYD_raw,x>0,cov50,0.36636880584890336
Dunnhumby,6,BTYD_raw,x>0,nMAE,0.3482020654473062
Dunnhumby,6,BTYD_recal,all,CRPS,6.83321732906325
Dunnhumby,6,BTYD_recal,all,pit_ks,0.09047237790232188
Dunnhumby,6,BTYD_recal,all,cov95,0.8815052041633307
Dunnhumby,6,BTYD_recal,all,cov50,0.49479583666933546
Dunnhumby,6,BTYD_recal,all,nMAE,0.35480617027219963
Dunnhumby,6,BTYD_recal,x>0,CRPS,6.887121689683185
Dunnhumby,6,BTYD_recal,x>0,pit_ks,0.08773354995938265
Dunnhumby,6,BTYD_recal,x>0,cov95,0.8838342810722989
Dunnhumby,6,BTYD_recal,x>0,cov50,0.4930950446791227
Dunnhumby,6,BTYD_recal,x>0,nMAE,0.35339678984695777
Dunnhumby,7,BTYD_raw,all,CRPS,7.334976606285028
Dunnhumby,7,BTYD_raw,all,pit_ks,0.18325863785123364
Dunnhumby,7,BTYD_raw,all,cov95,0.7710168134507606
Dunnhumby,7,BTYD_raw,all,cov50,0.37149719775820655
Dunnhumby,7,BTYD_raw,all,nMAE,0.362946525557866
Dunnhumby,7,BTYD_raw,x>0,CRPS,7.388532262145748
Dunnhumby,7,BTYD_raw,x>0,pit_ks,0.17871000711136764
Dunnhumby,7,BTYD_raw,x>0,cov95,0.7708502024291498
Dunnhumby,7,BTYD_raw,x>0,cov50,0.3700404858299595
Dunnhumby,7,BTYD_raw,x>0,nMAE,0.3621150439727773
Dunnhumby,7,BTYD_recal,all,CRPS,7.08196211048839
Dunnhumby,7,BTYD_recal,all,pit_ks,0.11128903122498002
Dunnhumby,7,BTYD_recal,all,cov95,0.8422738190552442
Dunnhumby,7,BTYD_recal,all,cov50,0.5156124899919936
Dunnhumby,7,BTYD_recal,all,nMAE,0.36656217994475654
Dunnhumby,7,BTYD_recal,x>0,CRPS,7.13494573603239
Dunnhumby,7,BTYD_recal,x>0,pit_ks,0.11093117408906883
Dunnhumby,7,BTYD_recal,x>0,cov95,0.8421052631578947
Dunnhumby,7,BTYD_recal,x>0,cov50,0.5133603238866397
Dunnhumby,7,BTYD_recal,x>0,nMAE,0.3657509555921563
Dunnhumby,8,BTYD_raw,all,CRPS,6.923130191653322
Dunnhumby,8,BTYD_raw,all,pit_ks,0.1452650380880961
Dunnhumby,8,BTYD_raw,all,cov95,0.8030424339471577
Dunnhumby,8,BTYD_raw,all,cov50,0.37630104083266613
Dunnhumby,8,BTYD_raw,all,nMAE,0.35041389946806833
Dunnhumby,8,BTYD_raw,x>0,CRPS,6.962807688411669
Dunnhumby,8,BTYD_raw,x>0,pit_ks,0.14269591385467018
Dunnhumby,8,BTYD_raw,x>0,cov95,0.8038897893030794
Dunnhumby,8,BTYD_raw,x>0,cov50,0.3760129659643436
Dunnhumby,8,BTYD_raw,x>0,nMAE,0.34909320296483204
Dunnhumby,8,BTYD_recal,all,CRPS,6.784227602882306
Dunnhumby,8,BTYD_recal,all,pit_ks,0.09047237790232188
Dunnhumby,8,BTYD_recal,all,cov95,0.8975180144115292
Dunnhumby,8,BTYD_recal,all,cov50,0.5708566853482786
Dunnhumby,8,BTYD_recal,all,nMAE,0.3606905668691574
Dunnhumby,8,BTYD_recal,x>0,CRPS,6.828995536466775
Dunnhumby,8,BTYD_recal,x>0,pit_ks,0.08914100486223664
Dunnhumby,8,BTYD_recal,x>0,cov95,0.8987034035656402
Dunnhumby,8,BTYD_recal,x>0,cov50,0.5713128038897893
Dunnhumby,8,BTYD_recal,x>0,nMAE,0.35945434474057725
Dunnhumby,9,BTYD_raw,all,CRPS,6.733507993895117
Dunnhumby,9,BTYD_raw,all,pit_ks,0.16606899063142666
Dunnhumby,9,BTYD_raw,all,cov95,0.8054443554843875
Dunnhumby,9,BTYD_raw,all,cov50,0.3522818254603683
Dunnhumby,9,BTYD_raw,all,nMAE,0.3449466415568111
Dunnhumby,9,BTYD_raw,x>0,CRPS,6.793209117542614
Dunnhumby,9,BTYD_raw,x>0,pit_ks,0.16207194437454397
Dunnhumby,9,BTYD_raw,x>0,cov95,0.8060064935064936
Dunnhumby,9,BTYD_raw,x>0,cov50,0.3522727272727273
Dunnhumby,9,BTYD_raw,x>0,nMAE,0.3438973778532352
Dunnhumby,9,BTYD_recal,all,CRPS,6.495529306645317
Dunnhumby,9,BTYD_recal,all,pit_ks,0.09047237790232188
Dunnhumby,9,BTYD_recal,all,cov95,0.8847077662129704
Dunnhumby,9,BTYD_recal,all,cov50,0.49639711769415534
Dunnhumby,9,BTYD_recal,all,nMAE,0.3441933458882611
Dunnhumby,9,BTYD_recal,x>0,CRPS,6.556605662337662
Dunnhumby,9,BTYD_recal,x>0,pit_ks,0.0892857142857143
Dunnhumby,9,BTYD_recal,x>0,cov95,0.885551948051948
Dunnhumby,9,BTYD_recal,x>0,cov50,0.4943181818181818
Dunnhumby,9,BTYD_recal,x>0,nMAE,0.34314280324467084
Dunnhumby,10,BTYD_raw,all,CRPS,6.610968180794636
Dunnhumby,10,BTYD_raw,all,pit_ks,0.15567137218464022
Dunnhumby,10,BTYD_raw,all,cov95,0.7950360288230585
Dunnhumby,10,BTYD_raw,all,cov50,0.3787029623698959
Dunnhumby,10,BTYD_raw,all,nMAE,0.3462771123340887
Dunnhumby,10,BTYD_raw,x>0,CRPS,6.675286713643791
Dunnhumby,10,BTYD_raw,x>0,pit_ks,0.14925036390362678
Dunnhumby,10,BTYD_raw,x>0,cov95,0.7973856209150327
Dunnhumby,10,BTYD_raw,x>0,cov50,0.37745098039215685
Dunnhumby,10,BTYD_raw,x>0,nMAE,0.3441225192451359
Dunnhumby,10,BTYD_recal,all,CRPS,6.408674091273019
Dunnhumby,10,BTYD_recal,all,pit_ks,0.09687750200160128
Dunnhumby,10,BTYD_recal,all,cov95,0.8863090472377902
Dunnhumby,10,BTYD_recal,all,cov50,0.533226581265012
Dunnhumby,10,BTYD_recal,all,nMAE,0.3498381353188734
Dunnhumby,10,BTYD_recal,x>0,CRPS,6.477743656862745
Dunnhumby,10,BTYD_recal,x>0,pit_ks,0.09395424836601307
Dunnhumby,10,BTYD_recal,x>0,cov95,0.8888888888888888
Dunnhumby,10,BTYD_recal,x>0,cov50,0.5334967320261438
Dunnhumby,10,BTYD_recal,x>0,nMAE,0.34774417773735666
Dunnhumby,11,BTYD_raw,all,CRPS,6.9519976606285026
Dunnhumby,11,BTYD_raw,all,pit_ks,0.16064019193405044
Dunnhumby,11,BTYD_raw,all,cov95,0.8022417934347478
