k,rep,model,cond,n,pit_ks,CRPS,cov50,cov95,mean_true,mean_pred,k_hat,E_lambda_true,E_lambda_pnbd,E_lambda_ggg
4.0,10,PNBD,all,800,0.04085493427087172,0.2893280140532545,0.90375,0.9975,0.76,0.51,4.128180470469,0.08785480048665087,0.04619670267572257,0.08553932258275954
4.0,10,PNBD,xcal_pos,353,0.08656740456343809,0.5991784283487269,0.8328611898016998,1.0,1.6657223796033995,1.1558073654390935,4.128180470469,0.08785480048665087,0.04619670267572257,0.08553932258275954
4.0,10,GGG,all,800,0.02370065184334441,0.25793724112426036,0.88875,0.98875,0.76,0.645625,4.128180470469,0.08785480048665087,0.04619670267572257,0.08553932258275954
4.0,10,GGG,xcal_pos,353,0.0542770313300896,0.5295837454112677,0.7988668555240793,0.9886685552407932,1.6657223796033995,1.4631728045325778,4.128180470469,0.08785480048665087,0.04619670267572257,0.08553932258275954
4.0,11,PNBD,all,800,0.023203422513464245,0.241014700443787,0.92625,0.995,0.59875,0.5325,4.062701156387577,0.0536799655517211,0.0356837318907345,0.053526643976160526
4.0,11,PNBD,xcal_pos,234,0.08949876723220274,0.7099013806706115,0.8632478632478633,0.9957264957264957,1.9273504273504274,1.8205128205128205,4.062701156387577,0.0536799655517211,0.0356837318907345,0.053526643976160526
4.0,11,GGG,all,800,0.01291576926773974,0.2123165125739645,0.9175,0.99,0.59875,0.590625,4.062701156387577,0.0536799655517211,0.0356837318907345,0.053526643976160526
4.0,11,GGG,xcal_pos,234,0.0756171479500865,0.6103317655388661,0.8333333333333334,0.9914529914529915,1.9273504273504274,2.019230769230769,4.062701156387577,0.0536799655517211,0.0356837318907345,0.053526643976160526
4.0,12,PNBD,all,800,0.02527156161473998,0.2462712278106509,0.94875,0.995,0.5775,0.495625,3.919862346146769,0.21759521699979334,0.15404771168234968,0.21980310285426705
4.0,12,PNBD,xcal_pos,367,0.04285200207966,0.5260635570675395,0.8991825613079019,0.997275204359673,1.2479564032697548,1.0803814713896458,3.919862346146769,0.21759521699979334,0.15404771168234968,0.21980310285426705
4.0,12,GGG,all,800,0.02045855923892459,0.23336420118343199,0.9475,0.98875,0.5775,0.58125,3.919862346146769,0.21759521699979334,0.15404771168234968,0.21980310285426705
4.0,12,GGG,xcal_pos,367,0.034187843180997934,0.4979404414491398,0.896457765667575,0.9863760217983651,1.2479564032697548,1.2670299727520435,3.919862346146769,0.21759521699979334,0.15404771168234968,0.21980310285426705
4.0,13,PNBD,all,800,0.04310401693527499,0.3812903291420119,0.8975,0.9975,1.105,0.925,3.8570930364149687,0.13376652493306507,0.09451656344842937,0.13390797698690296
4.0,13,PNBD,xcal_pos,435,0.068853222752426,0.6583658437053663,0.8505747126436781,1.0,1.9885057471264367,1.7011494252873562,3.8570930364149687,0.13376652493306507,0.09451656344842937,0.13390797698690296
4.0,13,GGG,all,800,0.029024242840718972,0.3470681213017751,0.88,0.99125,1.105,1.049375,3.8570930364149687,0.13376652493306507,0.09451656344842937,0.13390797698690296
4.0,13,GGG,xcal_pos,435,0.039730353902462545,0.5964237570563832,0.8183908045977012,0.9908045977011494,1.9885057471264367,1.9298850574712643,3.8570930364149687,0.13376652493306507,0.09451656344842937,0.13390797698690296
4.0,14,PNBD,all,800,0.022748372688562224,0.25947960428994077,0.9375,0.98625,0.7575,0.68,3.838580135647433,0.11980577297713296,0.08309678302670381,0.12140146525429732
4.0,14,PNBD,xcal_pos,255,0.09040963873939667,0.7640288896623738,0.8549019607843137,0.996078431372549,2.3254901960784315,2.1333333333333333,3.838580135647433,0.11980577297713296,0.08309678302670381,0.12140146525429732
4.0,14,GGG,all,800,0.030514049481619898,0.2432051220414201,0.9375,0.97875,0.7575,0.799375,3.838580135647433,0.11980577297713296,0.08309678302670381,0.12140146525429732
4.0,14,GGG,xcal_pos,255,0.028997292737843905,0.7128273001508296,0.8549019607843137,0.984313725490196,2.3254901960784315,2.507843137254902,3.838580135647433,0.11980577297713296,0.08309678302670381,0.12140146525429732
